sem_dens,demand,s_perph,s_num,conc,val,w_freq,c_div
-0.03770302617884813,-0.07443609022556388,-0.03555767431206194,0,-0.0004357091665672108,0.37458733656237975,3.266924027681733e-05,0.002099249999999997
0.05240818171257977,-0.8098579782790309,-0.08673617668666775,-1,0.013694409677730501,1.2919441720132805,-0.00014519662345242177,-0.022978900000000024
-0.012625061408807148,-0.5682706766917293,0.1687097937041567,1,-0.42702213207360096,-0.026066641136557323,0.00011706477765853921,0.09541946000000001
-0.03234536428858881,-0.020601503759398454,0.00963307665783597,0,0.14378879945620193,-0.5025119142706362,7.25983117262608e-06,0.033945329999999996
0.01466936875320446,-0.10015037593984961,-0.08264882188182437,1,0.00534634111369936,0.9273556795042772,-7.713570620915215e-05,-0.09636926651000977
-0.05037298956027303,-0.20222222222222222,0.08997250976180915,0,-0.5704771597712455,-0.8218825833793204,2.4501930207612992e-05,-0.0713231581874848
0.05479850578493406,-0.4389306599832915,0.1055416266129745,0,-0.18354737801822552,0.5684536826628088,-5.44487337946956e-06,0.014788929999999978
0.029042853798842083,0.07669172932330824,0.0427156474332418,2,0.7656779597918311,-0.3481225056639472,4.537394482891296e-06,-0.07720395922660822
-0.00440468178565645,-0.4771929824561403,0.13291599631354153,4,-0.05117098097934525,-0.5342584630051093,0.00014247418676278687,0.11157876253128046
-0.051777304415558834,0.5678195488721804,0.017640561337302962,0,0.09321791767468124,-0.10758977650952684,0.00010889746758939121,0.05835452675819397
-0.07257970541502923,-0.08781954887218058,0.09274836124488733,3,-0.26012650635367907,-0.05242435232450671,3.539167696655214e-05,0.056867629289627075
-0.014440948227089745,-0.7451127819548871,0.007476927233092012,0,0.06767812635999615,0.07744208604208502,1.8149577931565206e-05,-0.11853159000000002
-0.025162226679183997,-0.9834586466165414,0.03973928119209358,-1,-0.7294791836290173,-0.08936325951371948,-0.0001043600731064999,-0.09931409203247071
0.038469070889419754,-0.07209690893901426,0.1037114975353105,2,-0.06021969628154933,0.028031609731720586,4.174402924255225e-05,-0.06664078000000001
-0.03994905524613035,-0.470375939849624,0.16911305784737074,6,-0.29142768762714777,0.1445972543869134,5.263377600153909e-05,0.02080303787681581
-0.11539908972907031,-0.29347507702788345,-0.0856349117430317,-2,-0.2656278483407948,-0.290982095721934,7.259831172626083e-06,-0.2030502816130066
0.03898464517460576,-0.2392648287385129,-0.016292109958983114,-2,-0.39875463662692345,-0.13228937512071948,-9.34703263475608e-05,-0.09658030070541379
0.010321224178686306,-0.42553049289891387,0.07753100587989656,1,0.28361145185565917,0.08850455160061887,1.9964535724721733e-05,0.04659992544158931
0.04797306015175329,-0.6302255639097745,-0.03252652676096429,2,-0.979593090402179,0.08994493072991983,3.539167696648267e-05,0.05743052999999998
-0.027744321877996914,0.3372932330827067,0.007216205817069721,0,0.04438596262642802,0.6911389424060816,2.72243668973478e-06,0.04097665
-0.04324660465574037,0.55796992481203,0.11634585266557201,4,0.22208344460400875,-0.08872233043550715,9.165536855440426e-05,-0.0966934859752655
0.012804265749349009,-0.6204511278195489,0.10021796758315624,2,-0.23131064641657728,-0.21433757369932938,-3.539167696646096e-05,-0.058793249999999964
0.0027737331206498794,-0.29347507702788345,0.011926396144155665,-1,-0.37915387283490753,0.4088003711872972,-4.537394482890427e-05,-0.0773424506187439
0.021258685690718315,-0.29347507702788345,-0.03636943910620499,-1,-0.23791258094009748,-0.2928082418031437,0.00014065922896955226,-0.057947397232055664
0.05267377650476002,-0.07067669172932331,-0.11551422768155062,1,0.7712042523763758,0.03765394540668687,5.4448733794695665e-06,0.03569474816322321
-0.11306969022666402,-0.4008855472013366,-0.08027741592255583,0,-0.6131209218401943,-0.47711412892922045,5.263377600153909e-05,0.049939274787902777
-0.03587470647699276,-0.8063157894736841,0.09531196343916631,-2,-0.8827318057289713,0.1027320135058245,0.00010617503089965644,0.019541293382644653
-0.0004001280508758587,0.12820384294068504,-0.03022706697924879,0,-0.3204873355274316,0.3066682900527482,4.174402924259997e-05,0.023215779999999964
0.011050389991701826,-0.29347507702788345,-0.012882859754639986,0,0.2649969689660088,0.31622901638190637,0.00024955669655883915,0.028822808091812202
-0.03439469253554894,-0.29347507702788345,-0.006505701876494796,0,-0.08242125763053876,-0.02922112734820992,9.982267862360858e-06,0.027173969999999992
-0.09341772403082449,-0.5868671679197994,0.3214652610096254,4,-0.43511610261036804,0.4334646115984304,0.00010980494648596948,0.1412672996520996
-0.1422692673478012,-0.10030075187969933,0.05758658097577962,0,-0.6063695680372394,0.15052945912319515,-7.259831172624788e-05,0.09038516879081726
-0.09920452768464194,-0.7940183792815371,0.11737240835837592,0,-0.33142494296015634,0.04621417235930014,-1.5427141241800143e-05,0.03385314359474184
-0.03453606140315013,-0.29347507702788345,-0.02833995166356934,1,0.08777312513678437,1.6565990643030215,-1.5427141241830426e-05,-0.06059846135398872
-0.005253678227764902,-0.4942857142857143,-0.13847017556709254,1,-0.27231271999636153,0.023785468434591728,5.44487337946956e-06,0.0171009614609528
-0.0730543138727282,-0.29347507702788345,0.0646873474723692,1,-0.38209077775231703,-0.03208828314689338,9.0747889657826e-06,-0.011312344122695939
-0.10089737209278338,-0.30601503759398496,0.1886649763238391,4,-0.41219838229309147,-0.2900216313394308,0.00029402316249116524,-0.03465826616325379
0.010172562608660396,-0.29347507702788345,0.0005035673027862231,0,-0.13910980844986076,0.2487259881688706,3.0854282483660845e-05,0.10893350000000002
-0.018930043344239644,0.6321804511278194,0.1078228147477619,-1,-0.23868815189751125,-0.14191618106677417,-6.35235227604782e-06,-0.010722969999999998
0.02761695833687028,-0.6579782790309106,-0.09214977759692587,2,-0.43320708559510734,-0.20345607897990092,0.00010617503089965642,-0.07745565999999998
-0.08176218095886034,0.2542256155778529,0.12838884655610286,-2,1.063535541591591,-0.466044261504309,-3.539167696655214e-05,-0.07333927994125372
-0.05358473313151746,-0.7950375939849624,-0.032298178592072374,-1,-0.6428087087823329,-0.3793224669466282,-1.9057056828147823e-05,-0.08981517
0.03305050079491656,-0.966031746031746,-0.02911722167235957,1,-0.6629560053608392,-0.3793570068403449,-0.0001279545244174348,-0.04010226
0.09796457712942741,-0.22389306599832917,-0.2537902873928962,-5,-0.2248196038590513,0.041872913218701235,-0.00037932617876963905,0.006489907176132181
-0.09430896878421025,-0.09398496240601506,0.15695417623415042,2,-0.3152022839857569,0.09244374713407133,2.1779493517878246e-05,-0.14262712
-0.06001198548432618,0.2218045112781955,0.01862244406934524,-2,-0.05675000142840814,-0.2232903835508715,-3.629915586313041e-05,0.03315290780578606
-0.10818949371616104,-0.695906432748538,0.22682329172699656,3,-0.7047019993234116,-0.10594850387728894,8.530301627835644e-05,-0.02904194593429571
-0.22052799710568938,-0.29347507702788345,0.31406408224736526,3,-0.7884644578814393,-0.04551183256405,0.0001270470455208913,-0.21129910500770568
0.05072225697858945,-0.29347507702788345,0.04726557216110347,3,-0.31862467749241263,0.48999201846396634,0.00014519662345252162,-0.0385795572118377
-0.010457325187407718,-0.3834586466165415,0.045462672103045,2,-0.018598157228941314,-0.26799603315664466,-5.1726297104960845e-05,-0.1112068622177887
0.0039935955588012995,-0.675488721804511,-0.04308484526791362,-1,-0.3886821929998763,0.92827403242402,-0.00012795452441748259,-0.07944027000000004
-0.04423315007835815,-0.8087886382623224,0.17065416940913597,1,-0.6007732970342228,-0.7048826993716855,1.0889746758939126e-05,0.015347123146057184
-0.013522370808403572,-0.8661319966583124,-0.015373630101820801,-1,-0.30619009255045526,0.08752117360075662,1.088974675893912e-05,0.016590828922119216
0.06991351038724025,-0.33906432748538007,-0.07146573135701029,-1,-0.4428944600144238,-0.08694473623376897,-6.6245959450213e-05,0.0428086519241333
-0.08944903615963473,-0.29347507702788345,0.14084074547303457,2,-0.02252947895412971,-0.515328566952328,5.081881820838255e-05,0.042720258235931396
-0.050145788284442605,-0.31118791825673353,0.07326481707825408,-2,0.6234005705147987,0.08304365079363585,-0.0001778658637293,-0.1303627490997315
-0.1457807367461087,-0.29347507702788345,0.03953777855602045,0,0.6095275167816854,-0.0031939157367677495,9.982267862360861e-06,-0.03804753031349184
-0.07292165014838548,0.5977443609022557,0.08723126918896185,2,0.9743048927761908,-0.6396996265054664,2.5409409104191252e-05,-0.10437247157096863
0.029548768095603584,0.3054302422723475,0.03379849516066499,1,0.09242712575566259,0.2484771523830629,3.4484198069956504e-05,-0.00629080502967827
-0.11327798089855357,0.28210526315789475,0.05403086091454351,-1,-0.2800999792822272,-0.7471210590726383,-1.9964535724647777e-05,0.02607903046081539
-0.046164857135858384,-0.29347507702788345,0.09479586499340431,1,0.33681262256687994,-0.7456980721031545,5.717117048443039e-05,-0.09122201800346369
0.01951476119698259,-0.29347507702788345,0.024942911755044733,1,-0.9209477379488331,0.00845193588797688,2.8131845793926052e-05,0.0440230667591095
0.06676964574809174,-0.1648621553884712,-0.10046413938443213,1,-0.15270144128575813,1.6518020572043244,4.5373944828913e-06,-0.008033100000000015
0.0005233614049588997,-0.22038429406850457,-0.019699493311470417,-1,-0.16092183404256843,0.24680953304899678,-4.5373944828913e-06,-0.026549489999999953
-0.06939087197303428,-0.2598997493734336,-0.032148205795999196,-3,-0.2625086004486552,0.5046081642164015,-8.711797407151297e-05,-0.0879920308036804
0.05384930823979506,-0.030994152046783574,0.03550908319030471,2,0.11145234693829709,0.7781815080049874,3.539167696655214e-05,-0.012346327304840088
-0.04404596145096318,-0.29347507702788345,0.05589697688066403,0,0.13253306482840843,0.17237041578824552,1.542714124183042e-05,-0.0608249923607635
-0.030408330572223696,0.277109440267335,-0.05854782396288433,-1,0.02029617357021607,0.09323761908747485,1.6334620138408693e-05,0.08498669005950926
-0.028985983588315722,-0.1542857142857143,0.1178220374092134,1,-0.34630137016800866,-0.11100601796531695,0.000138844271176461,-0.022757979847488397
0.01918407373483455,-0.7275187969924812,0.06757637882083323,0,-0.5127406009597073,1.2429221260836627,-1.81495779315652e-06,-0.03926902999999998
0.008480255270762571,-0.06721804511278191,-0.022738162282900348,-1,-0.13003012676474102,-0.25767093481024084,-4.355898703575649e-05,0.008977832191467305
0.021776700089218726,-0.47216374269005845,0.002010854387699851,1,-0.4377872817469206,-1.4577593232368633,0.00011615729876201729,0.04617235064506531
-0.022405215056915395,-0.29347507702788345,-0.13536412468095854,-1,0.2265649133733656,0.1289928100423312,-5.263377600153908e-05,0.1179025731422424
-0.07562048386181242,0.007518796992481369,0.23486047120926096,1,-0.6012392106577775,-0.20763166354165197,0.0001506414968320651,-0.02282915999999996
-0.014681094925595883,-0.04143692564745196,-0.009657864330960164,0,-0.012683771870275695,-0.5007392197701579,-6.352352276046516e-05,-0.04613855008354195
-0.003495276029039207,-0.08269005847953215,-0.06803833246145749,1,0.34522654070606906,-0.352501424390522,3.62991558631304e-06,-0.06621160999999998
-0.002966469543781991,0.6216541353383457,0.0181475565719198,0,-0.06416345126253553,0.22371665567795418,1.9964535724721733e-05,-0.10784912000000002
0.015404575963824496,-0.29347507702788345,0.012369294908127437,1,0.24915390545894534,-0.19921195280871107,-8.984041076124776e-05,-0.031760334968566895
0.05897729350376357,-0.4129323308270676,0.06488944488243492,1,0.028913354588119056,-0.275485640896898,-1.8149577931565267e-06,0.0625519752502442
-0.05369307346180241,-0.09847953216374267,0.15543767625602947,2,-0.14666506883448038,-0.7469150928711032,2.450193020761302e-05,-0.08678692579269404
0.037789748062238115,0.4242105263157895,0.009965830963704098,0,-0.08107965300510989,-1.1461186214311692,-6.35235227604782e-06,-0.03588580999999996
-0.03303141389642572,-0.40680033416875516,-0.12492689006066016,-1,-0.21318783366023064,0.26549675036285336,7.25983117262608e-06,-0.05015203356742859
-0.10982929512988215,0.32314118629908106,0.28574983944729704,3,0.5621248904977985,-0.30924440466697867,9.0747889657826e-05,0.13747090101242065
-0.04156731751046017,-0.29347507702788345,-0.03942054943704282,0,-0.8923026602714623,0.4185635293112968,-3.0854282483656475e-05,0.004348848805541983
-0.009048671720410462,-0.8004678362573099,-0.11603949172755226,0,-0.8168808079249983,0.1111806585325894,3.357671917346086e-05,-0.12167298999999998
-0.054220457602872085,0.5999999999999999,0.03192365404327466,4,-0.5582499342429714,0.025186231976284112,0.00010163763641678254,0.03658669918365476
0.012391816717807091,-0.47684210526315784,0.1467079439573829,1,-0.9664477949880688,0.2698633870067928,6.533848055355221e-05,0.006784141063690241
0.025319686217573523,-0.5792481203007519,0.011250359697523415,0,-0.4961914124453948,1.8452553105168046,4.3558987035739104e-05,-0.0031483468997192676
-0.08007121865046773,-0.6800835421888052,0.24593357105834293,7,-0.5230771463842845,0.16979611751328516,0.00021325754069589114,-0.0023398101329803467
0.018191500829438212,-0.41807852965747694,0.012362068673487908,-3,-0.42816318888606686,1.0713733471171984,-2.7224366897347802e-05,0.03723534941673279
-0.04898380029334992,-0.5902255639097744,0.04012100962426579,2,-0.17929793466174582,-0.07467872095386774,5.7171170484430364e-05,0.07041573524475103
-0.06828479538548204,-0.45398496240601505,0.057545593046048726,0,-0.40453219745078073,0.09924818789883183,1.81495779315652e-05,-0.030346482992172297
-0.04753393395883654,-0.29347507702788345,-0.06077425606427772,-2,-0.04739167966475932,-0.884323765019607,-6.35235227604782e-06,0.046168146491928075
0.05331482294120227,-0.601938178780284,-0.07640544377145222,1,-0.10950601489894263,1.1644382496351984,-2.359445131103476e-05,-0.02013870000000001
-0.033466537397005225,-0.3909774436090226,0.15160195820444358,1,-0.10308401372999665,-1.0668067634087768,8.258057958862167e-05,0.13829969
-0.008904223943307699,0.22015037593984968,-0.052833521101702585,0,-0.21835706682318712,-0.3124578690531461,-1.1797225655517386e-05,-0.1425898671150207
-0.002280990590069032,-0.44842105263157883,0.02616968611331788,2,0.09430447483039961,-0.5952000072556132,3.992907144944345e-05,0.037177680000000046
-0.02952793898804673,-0.9787086764530375,0.12661394898602407,5,0.0987719091715249,0.6002071731388616,0.0001769583848327391,-0.06114998951797479
-0.03882097572635124,0.21819548872180455,0.02474440927574509,1,-0.17019485482301455,0.009657592235812196,9.0747889657826e-06,-0.07412953171997072
0.08572566562801609,-1.315187969924812,-0.23180008403034433,1,-0.05498459282895496,0.1997634864817588,5.71711704844304e-05,-0.0800186394908905
-0.159490250534294,-0.29347507702788345,0.07419842834401114,0,0.3908982126277656,-0.30362072049768685,4.8096381518613056e-05,-0.14839920212326052
-0.08332020837810716,0.16015037593984982,0.008475690835974603,0,0.10970994974390891,0.7624996739509009,3.448419806997387e-05,-0.03555800999999997
